yr_built,bridge_condition,avg_daily_traffic,lat,long,county,carries,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
1919,Poor,16650,39.25310516,-76.63899231,Baltimore City,ANNAPOLIS ROAD,1825,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16650 vehicles
1950,Poor,19170,39.2606472222222,-76.63589444444445,Baltimore City,WATERVIEW AVE,179,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19170 vehicles
1950,Poor,18981,39.2600833333333,-76.63535555555555,Baltimore City,WATERVIEW AVENUE,65,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18981 vehicles
1930,Fair,12140,39.27104568,-76.59986877,Baltimore City,FORT AVENUE,41,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12140 vehicles
1923,Fair,2755,39.26688766,-76.58791351,Baltimore City,FORT AVENUE,145,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2755 vehicles
1900,Fair,1695,39.33499908,-76.61166382,Baltimore City,EAGER STREET,23,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1695 vehicles
2006,Good,13300,39.27030563,-76.63527679,Baltimore City,RUSSELL ST. SB RAM,376,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,13300 vehicles
2006,Good,13300,39.2700722222222,-76.63560833333334,Baltimore City,MONROE ST RAMP EB,273,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13300 vehicles
1974,Fair,16151,39.36556244,-76.59929657,Baltimore City,NORTHERN PARKWAY,50,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16151 vehicles
1930,Fair,8000,39.3706055555556,-76.58321666666667,Baltimore City,LOCH RAVEN BOULEVA,42,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,8000 vehicles
1950,Fair,9700,39.2761116,-76.66210938,Baltimore City,DUKELAND STREET,6,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9700 vehicles
1900,Fair,3290,39.30285645,-76.63558197,Baltimore City,ARGYLE AVENUE,82,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,3290 vehicles
1997,Good,2813,39.30243301,-76.64453888,Baltimore City,MOUNT STREET,2,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2813 vehicles
1920,Fair,2813,39.32463837,-76.64382172,Baltimore City,NORTH VINCENT STRE,106,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2813 vehicles
1930,Poor,2034,39.32826233,-76.62303162,Baltimore City,SAN MARTIN DRIVE,61,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2034 vehicles
1985,Fair,5650,39.2824416666667,-76.59897777777778,Baltimore City,LANCASTER ST. AT C,7,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5650 vehicles
1920,Fair,28785,39.2832805555556,-76.5990361111111,Baltimore City,ALICEANNA ST. AT C,26,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,28785 vehicles
1920,Fair,6020,39.2843027777778,-76.59911944444444,Baltimore City,FLEET ST. AT CENTR,27,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6020 vehicles
1920,Good,12359,39.26980591,-76.59638977,Baltimore City,FORT AVE,33,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12359 vehicles
2014,Good,28200,39.3146,-76.57321388888889,Baltimore City,SINCLAIR LANE,343,08,15,City or Municipal Highway Agency,City or Municipal Highway Agency,28200 vehicles
1900,Poor,10713,39.31707001,-76.594841,Baltimore City,HARFORD ROAD,95,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10713 vehicles
1914,Poor,10713,39.31927872,-76.60936737,Baltimore City,GREENMOUNT AVENUE,48,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10713 vehicles
1914,Fair,6197,39.31921005,-76.612854,Baltimore City,GUILFORD AVENUE,50,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6197 vehicles
1900,Fair,10312,39.31843948,-76.62078094,Baltimore City,HUNTINGTON AVENUE,82,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10312 vehicles
1914,Poor,6500,39.31697464,-76.62324524,Baltimore City,SISSON STREET,983,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6500 vehicles
1920,Fair,1115,39.27364349,-76.62648773,Baltimore City,WYMAN PARK DRIVE,7,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1115 vehicles
1950,Fair,1204,39.27862167,-76.68565369,Baltimore City,YALE AVENUE,43,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1204 vehicles
1979,Good,18000,39.2656517,-76.65351105,Baltimore City,WASHINGTON BOULEVA,98,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18000 vehicles
1925,Fair,2102,39.28076553,-76.67176819,Baltimore City,FREDERICK AVENUE,7,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2102 vehicles
1991,Good,6261,39.27897644,-76.62114716,Baltimore City,HAMBURG STREET,121,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6261 vehicles
1993,Good,7463,39.2759819,-76.62294769,Baltimore City,WEST OSTEND STREET,47,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7463 vehicles
1936,Fair,22016,39.30166626,-76.64666748,Baltimore City,FULTON AVENUE,81,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,22016 vehicles
1971,Fair,21223,39.26666641,-76.66666412,Baltimore City,CATON AVENUE,NA,03,16,State Toll Authority,State Toll Authority,21223 vehicles
1976,Fair,9979,39.26833344,-76.66000366,Baltimore City,I-95 NB COLLECTOR,NA,09,15,State Toll Authority,State Toll Authority,9979 vehicles
1976,Fair,7980,39.26833344,-76.66000366,Baltimore City,IS 95 SB COLLECTOR,NA,09,15,State Toll Authority,State Toll Authority,7980 vehicles
1976,Good,86630,39.26833344,-76.66000366,Baltimore City,IS 95,NA,10,16,State Toll Authority,State Toll Authority,86630 vehicles
1976,Fair,98872,39.27166748,-76.65499878,Baltimore City,IS 95 NB,NA,03,16,State Toll Authority,State Toll Authority,98872 vehicles
1976,Fair,96320,39.27166748,-76.65499878,Baltimore City,IS 95 SB,NA,10,15,State Toll Authority,State Toll Authority,96320 vehicles
1980,Fair,96320,39.27000046,-76.65499878,Baltimore City,IS 95 NB COLLECTOR,6501,11,15,State Toll Authority,State Toll Authority,96320 vehicles
1982,Fair,6088,39.27166748,-76.64833069,Baltimore City,IS 95 RAMP F,NA,09,15,State Toll Authority,State Toll Authority,6088 vehicles
1977,Fair,99660,39.27166748,-76.64833069,Baltimore City,IS 95,NA,10,15,State Toll Authority,State Toll Authority,99660 vehicles
1977,Fair,9829,39.27000046,-76.65000153,Baltimore City,IS 95 NB C/D ROAD,NA,10,15,State Toll Authority,State Toll Authority,9829 vehicles
1982,Fair,93971,39.27000046,-76.63666534,Baltimore City,IS 95 NB,NA,12,15,State Toll Authority,State Toll Authority,93971 vehicles
1978,Fair,108095,39.27000046,-76.63833618,Baltimore City,IS 95 SB,NA,12,15,State Toll Authority,State Toll Authority,108095 vehicles
1976,Fair,3289,39.26833344,-76.63166809,Baltimore City,IS 95 RAMP A,NA,10,15,State Toll Authority,State Toll Authority,3289 vehicles
1978,Fair,13330,39.27000046,-76.6333313,Baltimore City,IS 95 RAMP B,NA,09,15,State Toll Authority,State Toll Authority,13330 vehicles
1982,Fair,90882,39.27000046,-76.6333313,Baltimore City,IS 95 NB,NA,02,16,State Toll Authority,State Toll Authority,90882 vehicles
1977,Fair,94765,39.27000046,-76.6333313,Baltimore City,IS 95 SB,15785,02,16,State Toll Authority,State Toll Authority,94765 vehicles
1977,Fair,6079,39.26833344,-76.63166809,Baltimore City,IS 95 RAMP C,NA,09,15,State Toll Authority,State Toll Authority,6079 vehicles
1977,Fair,7000,39.27000046,-76.63166809,Baltimore City,IS 95 RAMP D,NA,02,16,State Toll Authority,State Toll Authority,7000 vehicles
1977,Fair,96761,39.26833344,-76.62833405,Baltimore City,IS 95 NB,NA,11,15,State Toll Authority,State Toll Authority,96761 vehicles
1977,Fair,105104,39.26833344,-76.62833405,Baltimore City,IS 95 SB,NA,11,16,State Toll Authority,State Toll Authority,105104 vehicles
1977,Fair,6079,39.26833344,-76.62833405,Baltimore City,IS 95 RAMP C,NA,09,15,State Toll Authority,State Toll Authority,6079 vehicles
1977,Fair,10339,39.26833344,-76.62833405,Baltimore City,IS 95 RAMP D,NA,02,16,State Toll Authority,State Toll Authority,10339 vehicles
1979,Fair,39332,39.26833344,-76.62333679,Baltimore City,IS 95 RAMP H,NA,12,15,State Toll Authority,State Toll Authority,39332 vehicles
1977,Fair,39332,39.26833344,-76.62333679,Baltimore City,IS 95 RAMP G,NA,02,16,State Toll Authority,State Toll Authority,39332 vehicles
1979,Fair,71893,39.26666641,-76.62166595,Baltimore City,IS 95 NB,NA,09,15,State Toll Authority,State Toll Authority,71893 vehicles
1979,Fair,81876,39.26666641,-76.62333679,Baltimore City,IS 95 SB,NA,11,15,State Toll Authority,State Toll Authority,81876 vehicles
1980,Fair,6079,39.26666641,-76.625,Baltimore City,IS 95 RAMP C,NA,10,15,State Toll Authority,State Toll Authority,6079 vehicles
1979,Fair,10399,39.26833344,-76.625,Baltimore City,IS 95 RAMP D,NA,12,15,State Toll Authority,State Toll Authority,10399 vehicles
1979,Fair,71893,39.26666641,-76.61499786,Baltimore City,IS 95 NB,NA,02,16,State Toll Authority,State Toll Authority,71893 vehicles
1979,Fair,81876,39.26666641,-76.61499786,Baltimore City,IS 95 SB,NA,02,16,State Toll Authority,State Toll Authority,81876 vehicles
1979,Fair,16340,39.26833344,-76.61499786,Baltimore City,IS 95 RAMP J,NA,02,16,State Toll Authority,State Toll Authority,16340 vehicles
1979,Fair,9418,39.26499939,-76.61499786,Baltimore City,IS 95 RAMP K,NA,03,16,State Toll Authority,State Toll Authority,9418 vehicles
1982,Fair,62475,39.26666641,-76.60832977,Baltimore City,IS 95 NB,NA,03,16,State Toll Authority,State Toll Authority,62475 vehicles
1982,Fair,65536,39.26666641,-76.60832977,Baltimore City,IS 95 SB,NA,03,16,State Toll Authority,State Toll Authority,65536 vehicles
1982,Fair,5836,39.26499939,-76.61499786,Baltimore City,IS 95 RAMP B,NA,01,16,State Toll Authority,State Toll Authority,5836 vehicles
1978,Fair,6061,39.26666641,-76.60832977,Baltimore City,IS 95 RAMP A,NA,01,16,State Toll Authority,State Toll Authority,6061 vehicles
1982,Fair,70639,39.26499939,-76.60166931,Baltimore City,IS 95 NB,NA,04,16,State Toll Authority,State Toll Authority,70639 vehicles
1982,Fair,65536,39.26666641,-76.59999847,Baltimore City,IS 95 SB,NA,04,16,State Toll Authority,State Toll Authority,65536 vehicles
1980,Good,2454,39.26499939,-76.55833435,Baltimore City,I-95 RAMP OT,NA,11,15,State Toll Authority,State Toll Authority,2454 vehicles
1978,Good,9776,39.26666641,-76.55833435,Baltimore City,I-95 RAMP O,NA,12,15,State Toll Authority,State Toll Authority,9776 vehicles
1977,Good,2690,39.26666641,-76.55833435,Baltimore City,I-95 RAMP P,NA,12,15,State Toll Authority,State Toll Authority,2690 vehicles
1976,Fair,10000,39.26499939,-76.55833435,Baltimore City,I-95 RAMP OP,NA,12,15,State Toll Authority,State Toll Authority,10000 vehicles
1980,Good,2454,39.26833344,-76.55833435,Baltimore City,IS 95 NB RAMP T,1388,01,16,State Toll Authority,State Toll Authority,2454 vehicles
1982,Fair,61832,39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT NB,NA,01,16,State Toll Authority,State Toll Authority,61832 vehicles
1982,Fair,63650,39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT SB,NA,01,16,State Toll Authority,State Toll Authority,63650 vehicles
1982,Fair,2745,39.27000046,-76.55999756,Baltimore City,I 95 SB RAMP S,NA,11,15,State Toll Authority,State Toll Authority,2745 vehicles
1980,Fair,66848,39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT NB,NA,01,16,State Toll Authority,State Toll Authority,66848 vehicles
1980,Fair,56280,39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT SB,300000,01,16,State Toll Authority,State Toll Authority,56280 vehicles
1980,Fair,57050,39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT NB,NA,01,16,State Toll Authority,State Toll Authority,57050 vehicles
1980,Good,63650,39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT SB,16051,01,16,State Toll Authority,State Toll Authority,63650 vehicles
1980,Good,6212,39.2733345,-76.55166626,Baltimore City,IS 95 RAMP D,5633,01,16,State Toll Authority,State Toll Authority,6212 vehicles
1980,Good,6808,39.27500153,-76.55166626,Baltimore City,IS 95 RAMP Q,NA,01,16,State Toll Authority,State Toll Authority,6808 vehicles
1984,Good,9505,39.2816658,-76.55000305,Baltimore City,IS 95 RAMP L,NA,12,15,State Toll Authority,State Toll Authority,9505 vehicles
1980,Fair,52850,39.27999878,-76.55000305,Baltimore City,IS 95 VIADUCT NB,20484,12,15,State Toll Authority,State Toll Authority,52850 vehicles
1980,Good,55621,39.27999878,-76.55000305,Baltimore City,IS 95 SB,20484,12,15,State Toll Authority,State Toll Authority,55621 vehicles
1976,Good,66848,39.28499985,-76.54000092,Baltimore City,IS 95 NB,NA,10,15,State Toll Authority,State Toll Authority,66848 vehicles
1976,Fair,66347,39.28499985,-76.54000092,Baltimore City,IS 95 SB,NA,10,15,State Toll Authority,State Toll Authority,66347 vehicles
1976,Good,1179,39.28333282,-76.54000092,Baltimore City,IS 95 RAMP J,NA,10,15,State Toll Authority,State Toll Authority,1179 vehicles
1976,Good,65669,39.28499985,-76.53666687,Baltimore City,IS 95 NB,NA,10,15,State Toll Authority,State Toll Authority,65669 vehicles
1976,Fair,66347,39.28499985,-76.53666687,Baltimore City,IS 95 SB,8885,10,15,State Toll Authority,State Toll Authority,66347 vehicles
1971,Fair,30600,39.28833389,-76.53333282,Baltimore City,EASTERN AVENUE,300000,01,16,State Toll Authority,State Toll Authority,30600 vehicles
1974,Fair,7280,39.30166626,-76.52999878,Baltimore City,IS 95 RAMP E,NA,11,15,State Toll Authority,State Toll Authority,7280 vehicles
1974,Fair,6871,39.30166626,-76.53333282,Baltimore City,IS 95 RAMP A,NA,11,16,State Toll Authority,State Toll Authority,6871 vehicles
1974,Fair,51011,39.29833221,-76.52999878,Baltimore City,IS 95 NB VIADUCT,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
1974,Fair,51011,39.29833221,-76.52999878,Baltimore City,IS 95 SB VIADUCT,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
1972,Fair,51011,39.30500031,-76.52999878,Baltimore City,IS 95 NB,3257,09,15,State Toll Authority,State Toll Authority,51011 vehicles
1972,Fair,55453,39.30500031,-76.52999878,Baltimore City,IS 95 SB,NA,09,15,State Toll Authority,State Toll Authority,55453 vehicles
1974,Fair,7280,39.30500031,-76.52999878,Baltimore City,IS 95 RAMP E,NA,10,15,State Toll Authority,State Toll Authority,7280 vehicles
1973,Fair,6871,39.30500031,-76.53166962,Baltimore City,IS 95 RAMP A,NA,09,15,State Toll Authority,State Toll Authority,6871 vehicles
1973,Fair,53426,39.30833435,-76.53166962,Baltimore City,IS 95 NB,NA,12,15,State Toll Authority,State Toll Authority,53426 vehicles
1973,Fair,54119,39.30833435,-76.53166962,Baltimore City,IS 95 SB,NA,12,15,State Toll Authority,State Toll Authority,54119 vehicles
1976,Fair,19389,39.30333328,-76.53333282,Baltimore City,EB MORAVIA ROAD,NA,02,16,State Toll Authority,State Toll Authority,19389 vehicles
1971,Fair,108000,39.31499863,-76.53166962,Baltimore City,IS 95,NA,10,15,State Toll Authority,State Toll Authority,108000 vehicles
1979,Good,16104,39.26833344,-76.62166595,Baltimore City,I-395 RAMP E,NA,12,15,State Toll Authority,State Toll Authority,16104 vehicles
1979,Fair,14464,39.26666641,-76.62333679,Baltimore City,I-395 RAMP F,NA,10,15,State Toll Authority,State Toll Authority,14464 vehicles
1979,Fair,42660,39.2733345,-76.62166595,Baltimore City,I-395 RAMP G,NA,01,16,State Toll Authority,State Toll Authority,42660 vehicles
1976,Fair,40802,39.2733345,-76.62166595,Baltimore City,I-395 RAMP H,NA,11,15,State Toll Authority,State Toll Authority,40802 vehicles
1981,Fair,23316,39.27666855,-76.62000275,Baltimore City,I-395 NB,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
1981,Fair,40802,39.27666855,-76.62000275,Baltimore City,I-395 SB,NA,02,16,State Toll Authority,State Toll Authority,40802 vehicles
1981,Fair,19344,39.27666855,-76.62000275,Baltimore City,I-395 RAMP SPUR,NA,02,16,State Toll Authority,State Toll Authority,19344 vehicles
1982,Fair,23316,39.27833176,-76.62000275,Baltimore City,I-395 NB,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
1982,Fair,24738,39.27833176,-76.62000275,Baltimore City,I-395 SB,NA,02,16,State Toll Authority,State Toll Authority,24738 vehicles
1980,Fair,7247,39.2816658,-76.62166595,Baltimore City,I-395 RAMP E,NA,11,15,State Toll Authority,State Toll Authority,7247 vehicles
1980,Good,1596,39.27999878,-76.62166595,Baltimore City,I-395 RAMP EE,NA,02,16,State Toll Authority,State Toll Authority,1596 vehicles
1980,Fair,26343,39.2816658,-76.62333679,Baltimore City,I-395 NB SPUR,2273,01,16,State Toll Authority,State Toll Authority,26343 vehicles
1980,Fair,22027,39.2816658,-76.62333679,Baltimore City,I-395 SB SPUR,1771,01,16,State Toll Authority,State Toll Authority,22027 vehicles
1982,Fair,2299,39.27999878,-76.62000275,Baltimore City,I-395 RAMP D,NA,10,15,State Toll Authority,State Toll Authority,2299 vehicles
1982,Fair,19096,39.27999878,-76.61833191,Baltimore City,I-395 SPUR NB,NA,10,15,State Toll Authority,State Toll Authority,19096 vehicles
1982,Fair,23623,39.27999878,-76.61833191,Baltimore City,I-395 SPUR SB,NA,10,15,State Toll Authority,State Toll Authority,23623 vehicles
2011,Good,69600,39.31904602,-76.55658722,Baltimore City,I-895 TOLL LANES,0,04,16,State Toll Authority,State Toll Authority,69600 vehicles
1957,Fair,62186,39.24000168,-76.61333466,Baltimore City,I-895,NA,02,16,State Toll Authority,State Toll Authority,62186 vehicles
1957,Fair,67800,39.24000168,-76.61000061,Baltimore City,I-895,NA,01,16,State Toll Authority,State Toll Authority,67800 vehicles
